ID,Subject,Email_Body,Intent,Mentioned_Location,Mentioned_Price,Cleaned_Email_Body
195,renting SW18,hi offering asking price of 2500 pcm for the wandsworth house. can move next friday.,Offer_Submission,SW18,£2500 pcm,hi offering asking price 2500 pcm wandsworth house move next friday
196,Revised Offer W11,"Dear Agent, following the negative survey report, we are revising our offer on the W11 property down to £950,000 to account for the necessary roof repairs.",Offer_Submission,W11,"£950,000",dear agent following negative survey report revising offer w11 property £950000 account necessary roof repairs
197,Offer with pet clause,"Hello, we'd like to offer £1,950 PCM for the N16 flat, subject to the landlord adding a pet clause for our well-behaved indoor cat.",Offer_Submission,N16,"£1,950 PCM",hello wed like offer £1950 pcm n16 flat subject landlord adding pet clause wellbehaved indoor cat
198,offer BR2,"putting in an offer of £600,000 for the semi in BR2. we are in a complete chain.",Offer_Submission,BR2,"£600,000",putting offer £600000 semi br2 complete chain
199,FINAL OFFER SE23,"Tell the vendor this is my absolute final offer: £730k for the SE23 house. If they don't accept by 5pm tomorrow, I am walking away.",Offer_Submission,SE23,£730k,tell vendor absolute final offer £730k se23 house dont accept 5pm tomorrow walking away
200,Corporate Let Offer EC1,"To the Lettings Director, my company would like to secure the EC1 apartment for a 2-year corporate let. We offer £3,500 PCM.",Offer_Submission,EC1,"£3,500 PCM",lettings director company would like secure ec1 apartment 2year corporate let offer £3500 pcm
201,Viewing - Converted warehouse Hackney,"Good evening, I'm very interested in the converted warehouse apartment in Hackney Wick at £2,300 pcm. Love the industrial features and high ceilings. Can we arrange a viewing for next week? I'm flexible on timings. Best regards, Sophie",Viewing_Request,Hackney,"£2,300",good evening im interested converted warehouse apartment hackney wick £2300 pcm love industrial features high ceilings arrange viewing next week im flexible timings best regards sophie
203,Offer - Detached house Bromley,"Dear Sir/Madam, Following our second viewing on Saturday, we would like to offer £725,000 for the 4-bedroom detached house in Bromley. We are chain-free and have a 30% deposit. Our mortgage has been formally offered. Please advise at your earliest convenience. Regards, The Hendersons",Offer_Submission,Bromley,"£725,000",dear sirmadam following second viewing saturday would like offer £725000 4bedroom detached house bromley chainfree 30 deposit mortgage formally offered please advise earliest convenience regards hendersons
205,urgent viewing needed today,hi really need to find somewhere asap. can i view the flat in vauxhall today? any time after 2pm works for me. the one at 1600 pcm. please let me know quickly. desperate! tom,Viewing_Request,Vauxhall,"£1,600",hi really need find somewhere asap view flat vauxhall today time 2pm works one 1600 pcm please let know quickly desperate tom
208,Viewing - Family home Ealing,"Hello, we're relocating to London for work and your 4-bed house in Ealing looks perfect for our family. Listed at £975,000. Could we view it this weekend? We're serious buyers with finance arranged. The Kowalskis",Viewing_Request,Ealing,"£975,000",hello relocating london work 4bed house ealing looks perfect family listed £975000 could view weekend serious buyers finance arranged kowalskis
209,Offer on studio flat - Whitechapel,"Hi, I'd like to offer £245,000 for the studio flat in Whitechapel. It's ideal for me as a first-time buyer and close to my work. I have a mortgage offer from Halifax and can proceed quickly. Let me know what the seller thinks. Cheers, Ryan",Offer_Submission,Whitechapel,"£245,000",hi id like offer £245000 studio flat whitechapel ideal firsttime buyer close work mortgage offer halifax proceed quickly let know seller thinks cheers ryan
212,View maisonette Kentish Town,"Good afternoon, interested in viewing the 2-bed maisonette in Kentish Town you're advertising at £1,750 pcm. The private entrance is a big plus. I'm available Tuesday or Thursday evening. Thanks, Priya",Viewing_Request,Kentish Town,"£1,750",good afternoon interested viewing 2bed maisonette kentish town youre advertising £1750 pcm private entrance big plus im available tuesday thursday evening thanks priya
213,REVISED OFFER - House in Barnes,"Further to our discussion, I'm increasing my offer to £1,450,000 for the house in Barnes. This is a significant increase from my original £1,380,000 and represents fair market value given recent comparables. Chain-free buyer. Please confirm urgently. William Chen",Offer_Submission,Barnes,"£1,450,000",discussion im increasing offer £1450000 house barnes significant increase original £1380000 represents fair market value given recent comparables chainfree buyer please confirm urgently william chen
217,Offer - Period property Crouch End,"Good morning, I would like to submit an offer of £895,000 for the 3-bedroom period house in Crouch End. Absolutely fell in love with the original fireplaces and stained glass. We have a 25% deposit and are first-time buyers. Please advise. Best wishes, Hannah",Offer_Submission,Crouch End,"£895,000",good morning would like submit offer £895000 3bedroom period house crouch end absolutely fell love original fireplaces stained glass 25 deposit firsttime buyers please advise best wishes hannah
220,Viewing request - Flat near station,"Hi, I work in the city and need something close to a station. Your 1-bed flat near Stratford station at £1,450 pcm looks ideal. Can I view it Wednesday evening? I can move in straight away. Thanks, Abdul",Viewing_Request,Stratford,"£1,450",hi work city need something close station 1bed flat near stratford station £1450 pcm looks ideal view wednesday evening move straight away thanks abdul
221,Best and final - Flat in Fulham,"This is my absolute best and final offer of £625,000 for the 2-bed flat in Fulham. I've been patient through multiple negotiations but cannot go higher. Cash buyer, no survey needed, can complete in 2 weeks. Please get vendor's decision today. Marcus",Offer_Submission,Fulham,"£625,000",absolute best final offer £625000 2bed flat fulham ive patient multiple negotiations cannot go higher cash buyer survey needed complete 2 weeks please get vendors decision today marcus
224,view the house on elm street,hi there saw your 3 bed house on elm street listed for 595k. looks nice. can me and my wife see it saturday afternoon around 2? we have our mortgage approved already. let us know. john,Viewing_Request,Elm Street,"£595,000",hi saw 3 bed house elm street listed 595k looks nice wife see saturday afternoon around 2 mortgage approved already let us know john
225,Offer on new build apartment,"Dear Sirs, I wish to offer £385,000 for the new build 2-bedroom apartment in the Royal Wharf development. I understand completion is scheduled for July. I am a cash buyer and can exchange immediately. Please confirm developer's position. Kind regards, Mrs. Lee",Offer_Submission,Royal Wharf,"£385,000",dear sirs wish offer £385000 new build 2bedroom apartment royal wharf development understand completion scheduled july cash buyer exchange immediately please confirm developers position kind regards mrs lee
228,Viewing - Luxury penthouse,"Good evening, I am interested in viewing the luxury penthouse in St John's Wood listed at £4,500 pcm. The specification looks excellent. I am a senior executive and can provide company guarantee. Available this week. Dr. Morrison",Viewing_Request,St John's Wood,"£4,500",good evening interested viewing luxury penthouse st johns wood listed £4500 pcm specification looks excellent senior executive provide company guarantee available week dr morrison
229,Offer for maisonette - Turnpike Lane,"Hi, following my viewing yesterday, I'd like to offer £425,000 for the 2-bed maisonette near Turnpike Lane station. It's perfect for me and I'm a first-time buyer with everything ready to go. Hope they accept! Thanks, Lisa",Offer_Submission,Turnpike Lane,"£425,000",hi following viewing yesterday id like offer £425000 2bed maisonette near turnpike lane station perfect im firsttime buyer everything ready go hope accept thanks lisa
231,Valuation - Investment property E17,"Hi, I've got a couple of rental properties and need one valued in Walthamstow (E17). Currently let at £1,500 pcm, 2-bed flat, leasehold. Need it for remortgage purposes. Can you help? Cheers, Imran",Valuation_Request,E17,"£1,500",hi ive got couple rental properties need one valued walthamstow e17 currently let £1500 pcm 2bed flat leasehold need remortgage purposes help cheers imran
232,can i view tonight,hi is the 1 bed flat in camden town still available to view? can i come see it tonight around 7? budget is 1400 pcm max. thanks sarah,Viewing_Request,Camden Town,"£1,400",hi 1 bed flat camden town still available view come see tonight around 7 budget 1400 pcm max thanks sarah
233,Counter offer - House in Sidcup,"Good afternoon, the vendor countered at £465,000 but I can only go to £450,000 for the house in Sidcup. This is my absolute maximum given the work needed on the kitchen and bathroom. Please see if they'll accept. Chain-free buyer. Robert",Offer_Submission,Sidcup,"£450,000",good afternoon vendor countered £465000 go £450000 house sidcup absolute maximum given work needed kitchen bathroom please see theyll accept chainfree buyer robert
236,Viewing - Cottage style house,"Hello, we absolutely love the cottage-style 3-bed house in Chislehurst you have listed at £695,000. The character and charm are exactly what we're looking for. Could we view it this Saturday morning? The Williams family",Viewing_Request,Chislehurst,"£695,000",hello absolutely love cottagestyle 3bed house chislehurst listed £695000 character charm exactly looking could view saturday morning williams family
237,Offer - Flat with parking,"Hi there, I'd like to offer £355,000 for the 1-bed flat in Wembley Park with allocated parking. The parking space is essential for me. I'm a cash buyer with proof of funds available. Can complete within 6 weeks. Please advise. Thanks, David",Offer_Submission,Wembley Park,"£355,000",hi id like offer £355000 1bed flat wembley park allocated parking parking space essential im cash buyer proof funds available complete within 6 weeks please advise thanks david
240,View converted church flat,"Good morning, very intrigued by the converted church flat in Stoke Newington at £2,100 pcm. The high ceilings and arched windows look stunning. When can I view it? I'm a graphic designer working from home. Best, Jacob",Viewing_Request,Stoke Newington,"£2,100",good morning intrigued converted church flat stoke newington £2100 pcm high ceilings arched windows look stunning view im graphic designer working home best jacob
241,Final offer - Semi-detached,"This is my final offer of £545,000 for the semi-detached in Woodford Green. I've offered £520k and £535k previously. This is genuinely my limit. Mortgage approved, survey booked, solicitor instructed. Need vendor's decision by Friday please. Andrew",Offer_Submission,Woodford Green,"£545,000",final offer £545000 semidetached woodford green ive offered £520k £535k previously genuinely limit mortgage approved survey booked solicitor instructed need vendors decision friday please andrew
244,viewing for young professional,hi im a young professional looking for a 1 bed flat near transport links. saw yours in borough at 1650 pcm. looks good. can i view it this week? got references from my employer. thanks alex,Viewing_Request,Borough,"£1,650",hi im young professional looking 1 bed flat near transport links saw borough 1650 pcm looks good view week got references employer thanks alex
245,Offer on family home - Herne Hill,"Dear Agent, We would like to offer £875,000 for the beautiful family home in Herne Hill. It's perfect for our growing family with the garden and proximity to good schools. We are selling our current home (sale agreed) and have mortgage offer. Please present to vendor. The Patels",Offer_Submission,Herne Hill,"£875,000",dear agent would like offer £875000 beautiful family home herne hill perfect growing family garden proximity good schools selling current home sale agreed mortgage offer please present vendor patels
248,Viewing - Art deco apartment,"Good evening, I'm fascinated by the art deco apartment in Highbury listed at £2,400 pcm. The period details are magnificent. I'm an architect and would love to view it. Available most afternoons. Kind regards, Sebastian",Viewing_Request,Highbury,"£2,400",good evening im fascinated art deco apartment highbury listed £2400 pcm period details magnificent im architect would love view available afternoons kind regards sebastian
249,Offer - Investment purchase,"Good morning, I would like to offer £295,000 for the 1-bed flat in Barking as a buy-to-let investment. Property is currently tenanted which suits me perfectly. I'm a cash buyer and can complete quickly. Please confirm vendor's response. Mr. Ahmed",Offer_Submission,Barking,"£295,000",good morning would like offer £295000 1bed flat barking buytolet investment property currently tenanted suits perfectly im cash buyer complete quickly please confirm vendors response mr ahmed
252,can we view the house,saw your listing for the 4 bed house in kingston. looks perfect for us. can we come see it sunday morning? we have 3 kids so need the space. budget is around 850k. the johnsons,Viewing_Request,Kingston,"£850,000",saw listing 4 bed house kingston looks perfect us come see sunday morning 3 kids need space budget around 850k johnsons
253,Increased offer - Property in Teddington,"Hi, the vendor rejected my £685,000 offer for the house in Teddington. I'm now offering £705,000 which I believe is fair value. I remain very interested and am a proceedable buyer with mortgage sorted. Please get back to me soon. Thanks, Neil",Offer_Submission,Teddington,"£705,000",hi vendor rejected £685000 offer house teddington im offering £705000 believe fair value remain interested proceedable buyer mortgage sorted please get back soon thanks neil
256,Viewing - Regency townhouse,"Good morning, I'm absolutely captivated by the Regency townhouse in Brighton listed at £1,950,000. The period features are exceptional. I'm a cash buyer and would like to arrange a viewing this week if possible. Best regards, Sir James Montague",Viewing_Request,Brighton,"£1,950,000",good morning im absolutely captivated regency townhouse brighton listed £1950000 period features exceptional im cash buyer would like arrange viewing week possible best regards sir james montague
257,Offer for terraced cottage,"Hi, I'd like to offer £385,000 for the terraced cottage in Hampton. It's charming and exactly what we've been looking for. We're first-time buyers with 15% deposit and mortgage approved by Lloyds. Hope the seller accepts! Emma & Tom",Offer_Submission,Hampton,"£385,000",hi id like offer £385000 terraced cottage hampton charming exactly weve looking firsttime buyers 15 deposit mortgage approved lloyds hope seller accepts emma tom
260,urgent viewing today if possible,hi really need somewhere urgently. landlords selling my current place. can i view the 2 bed flat in tooting today? listed at 1700 pcm. any time after 3pm. please help! mark,Viewing_Request,Tooting,"£1,700",hi really need somewhere urgently landlords selling current place view 2 bed flat tooting today listed 1700 pcm time 3pm please help mark
261,FINAL OFFER - House in Dulwich,"This is categorically my final offer of £1,125,000 for the house in East Dulwich. I've been negotiating for 3 weeks and this is absolutely my ceiling. Chain-free, cash buyer, can complete in 10 days. Need yes or no by 5pm today. Christopher",Offer_Submission,East Dulwich,"£1,125,000",categorically final offer £1125000 house east dulwich ive negotiating 3 weeks absolutely ceiling chainfree cash buyer complete 10 days need yes 5pm today christopher
264,View loft apartment,"Good evening, I love the loft apartment in Shoreditch you're advertising at £2,600 pcm. The exposed brick and industrial features are exactly my style. I'm a freelance photographer. Can we arrange a viewing? Thanks, Zara",Viewing_Request,Shoreditch,"£2,600",good evening love loft apartment shoreditch youre advertising £2600 pcm exposed brick industrial features exactly style im freelance photographer arrange viewing thanks zara
265,Offer - House with annexe,"Dear Sirs, I would like to offer £795,000 for the 4-bedroom house with annexe in Borehamwood. The annexe is perfect for my elderly mother. I am a cash buyer with funds readily available. No chain. Please advise vendor's position. Kind regards, Mr. Goldstein",Offer_Submission,Borehamwood,"£795,000",dear sirs would like offer £795000 4bedroom house annexe borehamwood annexe perfect elderly mother cash buyer funds readily available chain please advise vendors position kind regards mr goldstein
268,viewing tomorrow morning,hi can i view the 3 bed house in greenwich tomorrow morning around 10am? saw it listed at 625k. we're cash buyers looking to move quickly. please confirm. thanks paul,Viewing_Request,Greenwich,"£625,000",hi view 3 bed house greenwich tomorrow morning around 10am saw listed 625k cash buyers looking move quickly please confirm thanks paul
269,Revised offer submission,"Good afternoon, following the survey which revealed some issues with the electrics, I'm revising my offer from £440,000 to £415,000 for the flat in Archway. This reflects the estimated £15k rewiring cost. Still very interested. Please discuss with vendor. Simon",Offer_Submission,Archway,"£415,000",good afternoon following survey revealed issues electrics im revising offer £440000 £415000 flat archway reflects estimated £15k rewiring cost still interested please discuss vendor simon
272,Viewing - Riverside apartment,"Hello, I'm very interested in the riverside apartment in Hammersmith at £2,200 pcm. The Thames views are spectacular. I work from home so the balcony would be perfect. Can I view it Thursday evening? Best, Rachel",Viewing_Request,Hammersmith,"£2,200",hello im interested riverside apartment hammersmith £2200 pcm thames views spectacular work home balcony would perfect view thursday evening best rachel
273,Offer on period property,"Hi, I'd like to offer £745,000 for the period property in Surbiton. Viewed it twice and love the original features. We're selling our flat (sale agreed) and have mortgage offer from HSBC. Chain moving smoothly. Please advise. The Clarks",Offer_Submission,Surbiton,"£745,000",hi id like offer £745000 period property surbiton viewed twice love original features selling flat sale agreed mortgage offer hsbc chain moving smoothly please advise clarks
277,Final offer - Flat in Crystal Palace,"This is absolutely my final offer of £335,000 for the flat in Crystal Palace. I've offered £315k and £325k previously. I'm a first-time buyer with Help to Buy ISA and cannot stretch any further. Please get vendor's final decision. Lucy",Offer_Submission,Crystal Palace,"£335,000",absolutely final offer £335000 flat crystal palace ive offered £315k £325k previously im firsttime buyer help buy isa cannot stretch please get vendors final decision lucy
280,Viewing - Character cottage,"Good morning, I'm enchanted by the character cottage in Kew listed at £875,000. The exposed beams and inglenook fireplace are wonderful. We're downsizing from a larger house. Could we view it this weekend? Mr & Mrs Thompson",Viewing_Request,Kew,"£875,000",good morning im enchanted character cottage kew listed £875000 exposed beams inglenook fireplace wonderful downsizing larger house could view weekend mr mrs thompson
281,Offer - Modern apartment,"Dear Agent, I would like to submit an offer of £415,000 for the modern 2-bed apartment in Watford. It's in excellent condition and the location is perfect for my commute. I have a mortgage offer from NatWest and am chain-free. Please confirm receipt. Regards, Stephanie",Offer_Submission,Watford,"£415,000",dear agent would like submit offer £415000 modern 2bed apartment watford excellent condition location perfect commute mortgage offer natwest chainfree please confirm receipt regards stephanie
284,viewing this week,hi saw your 2 bed flat in borough advertised at 1850 pcm. looks nice. can i view it wednesday or thursday evening? working in the city so need good transport links. thanks james,Viewing_Request,Borough,"£1,850",hi saw 2 bed flat borough advertised 1850 pcm looks nice view wednesday thursday evening working city need good transport links thanks james
285,Best offer - House in Chingford,"Good morning, this is my very best offer of £565,000 for the house in Chingford. I've been very patient through negotiations. Cash buyer, no chain, survey complete. This is fair market value. Please get vendor's final answer today. Malcolm",Offer_Submission,Chingford,"£565,000",good morning best offer £565000 house chingford ive patient negotiations cash buyer chain survey complete fair market value please get vendors final answer today malcolm
288,Viewing - Eco-friendly home,"Good evening, very interested in the eco-friendly 3-bed house in Twickenham at £825,000. The solar panels and heat pump are exactly what we're looking for. Can we view it this Saturday? We're environmentally conscious buyers. The Greens",Viewing_Request,Twickenham,"£825,000",good evening interested ecofriendly 3bed house twickenham £825000 solar panels heat pump exactly looking view saturday environmentally conscious buyers greens
289,Offer on coach house,"Hi there, I'd like to offer £495,000 for the converted coach house in Esher. It's unique and charming. I'm a first-time buyer with 30% deposit saved and mortgage agreed with Barclays. Really hope the vendor accepts! Thanks, Oliver",Offer_Submission,Esher,"£495,000",hi id like offer £495000 converted coach house esher unique charming im firsttime buyer 30 deposit saved mortgage agreed barclays really hope vendor accepts thanks oliver
292,can i see it tonight,hi is the 1 bed flat in clapham junction still available? can i view it tonight around 6pm? the one for 1550 pcm. im a teacher with good references. let me know asap. thanks emma,Viewing_Request,Clapham Junction,"£1,550",hi 1 bed flat clapham junction still available view tonight around 6pm one 1550 pcm im teacher good references let know asap thanks emma
293,Counter offer - Property in Beckenham,"Further to the vendor's counter of £485,000, I can go to £470,000 for the house in Beckenham. This is genuinely my maximum. The survey highlighted some roof issues which justifies my caution. Please see if vendor will meet me halfway. Graham",Offer_Submission,Beckenham,"£470,000",vendors counter £485000 go £470000 house beckenham genuinely maximum survey highlighted roof issues justifies caution please see vendor meet halfway graham
296,Viewing - Georgian property,"Good afternoon, I am extremely interested in the Georgian property in Blackheath listed at £1,650,000. The architecture and period features are exceptional. I am a cash buyer and would like to arrange a viewing urgently. Sir Richard",Viewing_Request,Blackheath,"£1,650,000",good afternoon extremely interested georgian property blackheath listed £1650000 architecture period features exceptional cash buyer would like arrange viewing urgently sir richard
297,Offer - First home purchase,"Dear Sir/Madam, I would like to offer £265,000 for the 1-bedroom flat in Croydon. This will be my first home purchase and I'm very excited. I have a 10% deposit and mortgage offer from Halifax. Hope this is acceptable. Kind regards, Tyler",Offer_Submission,Croydon,"£265,000",dear sirmadam would like offer £265000 1bedroom flat croydon first home purchase im excited 10 deposit mortgage offer halifax hope acceptable kind regards tyler
300,viewing for rental property,hi looking for a 2 bed flat to rent around the 1900 pcm mark. saw yours in battersea. looks great. can we view it this weekend? me and my partner both work in finance. excellent references available. thanks,Viewing_Request,Battersea,"£1,900",hi looking 2 bed flat rent around 1900 pcm mark saw battersea looks great view weekend partner work finance excellent references available thanks
301,Viewing request for SW7 property,"Dear Agent, I would like to arrange a viewing for the 3-bed leasehold flat in South Kensington SW7. I understand the asking price is £2,000,000. Best regards.",Viewing_Request,SW7,"£2,000,000",dear agent would like arrange viewing 3bed leasehold flat south kensington sw7 understand asking price £2000000 best regards
302,(no subject),hi can i view the place in bermondsey se1? saw it for 400pw.,Viewing_Request,SE1,£400pw,hi view place bermondsey se1 saw 400pw
305,viewing in barking,saw the 2 bed in IG11 going for 1500 pcm. can me and my partner come see it on saturday?,Viewing_Request,IG11,1500 pcm,saw 2 bed ig11 going 1500 pcm partner come see saturday
306,(no subject),is the flat in mitcham cr4 still around? looking at properties up to 300k.,Viewing_Request,CR4,300k,flat mitcham cr4 still around looking properties 300k
307,Mayfair apartment viewing,"Dear Lettings Team, I am interested in viewing the corporate let in W1K advertised at £5,000 pcm. Please let me know your availability next week.",Viewing_Request,W1K,"£5,000 pcm",dear lettings team interested viewing corporate let w1k advertised £5000 pcm please let know availability next week
309,Property viewing N22,"To whom it may concern, I would like to book a viewing for the freehold property in Wood Green N22, listed at £600,000. Thank you.",Viewing_Request,N22,"£600,000",may concern would like book viewing freehold property wood green n22 listed £600000 thank
310,Viewing: KT1,"Hi there, I noticed the detached property in Kingston KT1 is back on the market for £850k. What is the current EPC rating? I'd like to view it.",Viewing_Request,KT1,£850k,hi noticed detached property kingston kt1 back market £850k current epc rating id like view
312,Peckham Let,"Good morning, we are very interested in the 3-bed flat in SE15 at £2200 pcm. Are you conducting viewings this Thursday?",Viewing_Request,SE15,£2200 pcm,good morning interested 3bed flat se15 £2200 pcm conducting viewings thursday
313,E1W warehouse conversion,quick one - is the wapping warehouse flat (800k) available to view today?,Viewing_Request,E1W,800k,quick one wapping warehouse flat 800k available view today
315,(no subject),can we view the uxbridge property ub8 listed for £1200 pcm?,Viewing_Request,UB8,£1200 pcm,view uxbridge property ub8 listed £1200 pcm
317,N1 Studio,hi is the studio in islington n1 still £450 pw? want to view.,Viewing_Request,N1,£450 pw,hi studio islington n1 still £450 pw want view
318,Chiswick property,"Hello, we'd like to view the £1.1m family home in W4. We are currently under offer on our own property and proceeding smoothly.",Viewing_Request,W4,£1.1m,hello wed like view £11m family home w4 currently offer property proceeding smoothly
319,walthamstow e17,hy there want to view the ex council flat in E17 listed for 500k thx,Viewing_Request,E17,500k,hy want view ex council flat e17 listed 500k thx
321,Rental Viewing HA9,"Good afternoon, could you schedule a viewing for the 2-bed apartment in Wembley HA9? We are happy with the £1800 PCM asking rent.",Viewing_Request,HA9,£1800 PCM,good afternoon could schedule viewing 2bed apartment wembley ha9 happy £1800 pcm asking rent
322,Putney Flat,"Dear Agent, regarding the leasehold apartment in SW15 (£750,000). Could you confirm the ground rent and service charge before we book a viewing?",Viewing_Request,SW15,"£750,000",dear agent regarding leasehold apartment sw15 £750000 could confirm ground rent service charge book viewing
324,N12 rent,hi i want to see the flat in finchley N12 for 1900 pcm. let me know.,Viewing_Request,N12,1900 pcm,hi want see flat finchley n12 1900 pcm let know
325,E14 Apartment,"Dear team, please can I view the 2-bed flat in Canary Wharf E14 advertised at £550k? I am a cash buyer.",Viewing_Request,E14,£550k,dear team please view 2bed flat canary wharf e14 advertised £550k cash buyer
328,valuation east dulwich,we want to put our house in se22 on the market soon. hoping for around 600k. can u come value it?,Valuation_Request,SE22,600k,want put house se22 market soon hoping around 600k u come value
330,(no subject),"how much is my semi in croydon CR0 worth? bought for 450,000 3 years ago.",Valuation_Request,CR0,"450,000",much semi croydon cr0 worth bought 450000 3 years ago
331,Market Appraisal W12,"Hello, we are looking to upsize and would appreciate a free market appraisal of our current terraced home in Shepherds Bush W12. We believe it's around £800k.",Valuation_Request,W12,£800k,hello looking upsize would appreciate free market appraisal current terraced home shepherds bush w12 believe around £800k
335,Valuation - EN5 property,"Dear Agents, as we are planning to downsize, we need a valuation of our 5-bedroom freehold property in Barnet EN5. Similar houses have sold for £1.2m recently.",Valuation_Request,EN5,£1.2m,dear agents planning downsize need valuation 5bedroom freehold property barnet en5 similar houses sold £12m recently
337,blackheath se3,hi whats my 2 bed flat in se3 worth? neighbour sold for 750k.,Valuation_Request,SE3,750k,hi whats 2 bed flat se3 worth neighbour sold 750k
340,Wapping E1W appraisal,"Dear Sirs, please arrange a market appraisal for my penthouse in Wapping E1W. I am looking to achieve £900,000 and am chain-free.",Valuation_Request,E1W,"£900,000",dear sirs please arrange market appraisal penthouse wapping e1w looking achieve £900000 chainfree
342,HA0 Valuation Request,"Hello, I'd like to arrange a valuation for my 3-bed semi in Wembley HA0. Hoping it's reached the £500k mark now.",Valuation_Request,HA0,£500k,hello id like arrange valuation 3bed semi wembley ha0 hoping reached £500k mark
344,southall ub2,can u come tell me rent value of my studio in ub2? maybe 350k to sell too?,Valuation_Request,UB2,350k,u come tell rent value studio ub2 maybe 350k sell
346,(no subject),require premium valuation for detached home in st johns wood NW8. expecting circa £2.5m.,Valuation_Request,NW8,£2.5m,require premium valuation detached home st johns wood nw8 expecting circa £25m
348,SW2 Market Value,"Dear Team, I am an accidental landlord looking to sell my leasehold flat in Brixton SW2. Could you advise if £650k is a realistic asking price?",Valuation_Request,SW2,£650k,dear team accidental landlord looking sell leasehold flat brixton sw2 could advise £650k realistic asking price
350,Valuation KT2,"Good morning, I request an appraisal of my freehold property in Kingston KT2. Given recent renovations, I am targeting a listing price of £1m.",Valuation_Request,KT2,£1m,good morning request appraisal freehold property kingston kt2 given recent renovations targeting listing price £1m
354,Mould Issue W9,"Dear Property Management, we are experiencing severe black mould in the bathroom of the W9 flat despite ventilating. For £1600 pcm, we expect better living conditions.",Maintenance_Issue,W9,£1600 pcm,dear property management experiencing severe black mould bathroom w9 flat despite ventilating £1600 pcm expect better living conditions
357,RATS IN KITCHEN,We have seen two rats in the kitchen of the E14 apartment! This is absolutely unacceptable for a £2500 pcm property. Send pest control immediately!!!,Maintenance_Issue,E14,£2500 pcm,seen two rats kitchen e14 apartment absolutely unacceptable £2500 pcm property send pest control immediately
363,DAMP EVERYWHERE W11,The damp in the master bedroom in W11 is ruining our furniture. We pay £3000 PCM for this premium flat and it's practically raining inside. FIX IT!,Maintenance_Issue,W11,£3000 PCM,damp master bedroom w11 ruining furniture pay £3000 pcm premium flat practically raining inside fix
375,(no subject),"mice spotted in the SE11 property. paying £1800 pcm, sort this out please.",Maintenance_Issue,SE11,£1800 pcm,mice spotted se11 property paying £1800 pcm sort please
376,Offer Submission SW6,"Dear Agent, I would like to formally offer £1,100,000 for the freehold property in Fulham SW6. I am a cash buyer with no chain. Proof of funds attached.",Offer_Submission,SW6,"£1,100,000",dear agent would like formally offer £1100000 freehold property fulham sw6 cash buyer chain proof funds attached
377,E2 rent offer,hi we r happy to offer 1900 pcm for the 2 bed in E2. can move in nxt month.,Offer_Submission,E2,1900 pcm,hi r happy offer 1900 pcm 2 bed e2 move nxt month
378,offer n7,id like to put an offer of 550k on the n7 flat. chain free buyer.,Offer_Submission,N7,550k,id like put offer 550k n7 flat chain free buyer
379,(no subject),"offering 400,000 for the se4 house. know it needs work so this is my best offer.",Offer_Submission,SE4,"400,000",offering 400000 se4 house know needs work best offer
380,Offer to Let W10,"Good afternoon, we loved the flat in W10. We would like to offer the asking rent of £2200 PCM on a 12-month AST. We can provide references immediately.",Offer_Submission,W10,£2200 PCM,good afternoon loved flat w10 would like offer asking rent £2200 pcm 12month ast provide references immediately
381,NW2 Offer,"Hi, submitting an offer of £650k for the NW2 semi-detached. We are proceeding without a chain.",Offer_Submission,NW2,£650k,hi submitting offer £650k nw2 semidetached proceeding without chain
382,CR7 Leasehold Offer,"Dear Sirs, we wish to offer £380,000 for the leasehold flat in Thornton Heath CR7. This is subject to contract and a satisfactory structural survey.",Offer_Submission,CR7,"£380,000",dear sirs wish offer £380000 leasehold flat thornton heath cr7 subject contract satisfactory structural survey
383,FINAL OFFER E17,"This is my final and best offer for the E17 terraced house: 700k. If the vendor doesn't accept by midday tomorrow, I am withdrawing.",Offer_Submission,E17,700k,final best offer e17 terraced house 700k vendor doesnt accept midday tomorrow withdrawing
384,Corporate Let SW1X,"To the Lettings Director, my firm would like to secure the SW1X apartment for a senior executive. We offer £4500 pcm for a 2-year term with no break clause.",Offer_Submission,SW1X,£4500 pcm,lettings director firm would like secure sw1x apartment senior executive offer £4500 pcm 2year term break clause
385,ig6 offer,puting in an offer of 500k for the ig6 bunglow. we have our mortgage sorted.,Offer_Submission,IG6,500k,puting offer 500k ig6 bunglow mortgage sorted
386,se18 let,happy to pay the 1400 pcm for the woolwich se18 flat. send over the paperwork.,Offer_Submission,SE18,1400 pcm,happy pay 1400 pcm woolwich se18 flat send paperwork
387,(no subject),formal offer of £1.2m for the muswell hill n10 property. cash waiting.,Offer_Submission,N10,£1.2m,formal offer £12m muswell hill n10 property cash waiting
388,Offer on W5 property,"Hello, we'd like to offer £2100 PCM for the Ealing W5 flat. This is conditional on the landlord adding a pet clause for a small, well-behaved dog.",Offer_Submission,W5,£2100 PCM,hello wed like offer £2100 pcm ealing w5 flat conditional landlord adding pet clause small wellbehaved dog
389,EN4 offer,"Hi, we want to offer £800k for the detached house in EN4. Short chain below us.",Offer_Submission,EN4,£800k,hi want offer £800k detached house en4 short chain us
390,Offer Submission NW9,"Dear Agent, please find attached our AIP. We are making an official offer of £425,000 for the 2-bed flat in Colindale NW9.",Offer_Submission,NW9,"£425,000",dear agent please find attached aip making official offer £425000 2bed flat colindale nw9
